2024	1	1	26	0
	632	413	158.000000	-13.250000	-4.187622e-05	1.007374e+05	1.674874e+00	8.107884e+00	1.474617e+04	1.475134e+04	1.470125e+04	7.984103e+01	7.842477e+01
	1248	426	312.000000	-16.500000	-5.862513e-05	8.909038e+04	1.115447e+04	4.387682e+00	1.469889e+04	1.470270e+04	1.461950e+04	8.341874e+01	8.582771e+01
	176	448	44.000000	-22.000000	-1.187835e-03	8.585538e+04	1.006669e+04	1.651066e+01	1.448638e+04	1.451869e+04	1.356225e+04	8.985561e+01	8.800391e+01
	607	458	151.750000	-24.500000	-8.935132e-05	9.525438e+04	5.105425e+03	9.462793e+00	1.482764e+04	1.483618e+04	1.475413e+04	8.265690e+01	7.693770e+01
	633	459	158.250000	-24.750000	-6.309787e-04	1.010904e+05	1.493013e+00	1.293177e+01	1.492187e+04	1.492847e+04	1.471413e+04	8.534252e+01	7.975434e+01
	820	503	205.000000	-35.750000	-8.839765e-05	1.011594e+05	1.393455e+00	1.428028e+01	1.460981e+04	1.463161e+04	1.445213e+04	7.801122e+01	7.593973e+01
	1192	504	298.000000	-36.000000	-1.631419e-04	9.656238e+04	4.545822e+03	4.831375e+00	1.471730e+04	1.472384e+04	1.460238e+04	8.231927e+01	6.621612e+01
2024	1	2	23	0
	432	360	108.000000	0.000000	9.139767e-06	9.515309e+04	1.671457e+03	5.655354e+00	1.478480e+04	1.478614e+04	1.475621e+04	8.424632e+01	8.431517e+01
	366	362	91.500000	-0.500000	-1.464249e-05	1.009521e+05	2.297254e+00	5.585242e+00	1.477368e+04	1.477425e+04	1.475446e+04	8.160838e+01	8.379415e+01
	1083	365	270.750000	-1.250000	-2.107979e-05	9.886109e+04	1.802459e+03	6.399261e+00	1.481929e+04	1.482076e+04	1.479846e+04	8.661665e+01	8.838934e+01
	62	369	15.500000	-2.250000	-5.454780e-05	9.322809e+04	6.868115e+03	3.335153e+00	1.492483e+04	1.492643e+04	1.487646e+04	8.410159e+01	8.081165e+01
	406	371	101.500000	-2.750000	-5.329610e-05	8.741709e+04	1.532920e+04	3.212932e+00	1.479769e+04	1.479947e+04	1.475396e+04	8.089989e+01	8.316009e+01
	449	372	112.250000	-3.000000	-3.824593e-05	9.576809e+04	3.686490e+03	6.211670e+00	1.480620e+04	1.480738e+04	1.477709e+04	8.953565e+01	8.822617e+01
	1229	374	307.250000	-3.500000	-4.420290e-06	9.584509e+04	3.036775e+03	3.819363e+00	1.490407e+04	1.490551e+04	1.487746e+04	8.526122e+01	8.284644e+01
	113	376	28.250000	-4.000000	-1.676774e-04	7.634209e+04	2.430290e+04	5.195679e+00	1.483857e+04	1.483954e+04	1.478396e+04	7.914978e+01	7.658373e+01
	246	377	61.500000	-4.250000	-7.013441e-05	1.009511e+05	1.393170e+00	7.200740e+00	1.475050e+04	1.475358e+04	1.471534e+04	8.337992e+01	8.272394e+01
	1372	377	343.000000	-4.250000	4.281988e-06	1.014211e+05	1.292545e+00	5.482130e+00	1.507355e+04	1.507482e+04	1.504409e+04	7.852709e+01	7.967460e+01
	1420	377	355.000000	-4.250000	-3.005029e-05	1.013481e+05	9.913046e-01	8.093606e+00	1.502649e+04	1.502926e+04	1.499709e+04	7.576428e+01	7.774035e+01
	448	378	112.000000	-4.500000	-1.967908e-05	9.902409e+04	3.027572e+02	6.363038e+00	1.481062e+04	1.481369e+04	1.477709e+04	8.970908e+01	8.763361e+01
